,animal_id,animal_subid,animal_area_pkid,animal_shelter_pkid,animal_place,animal_kind,animal_Variety,animal_sex,animal_bodytype,animal_colour,animal_age,animal_sterilization,animal_bacterin,animal_foundplace,animal_status,animal_remark,animal_opendate,animal_closeddate,animal_update,animal_createtime,shelter_name,album_file,cDate,shelter_address,shelter_tel,year,month,day,animal_Variety_converted,animal_area,animal_shelter
19,296031,GAAAG1120221019,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,F,MEDIUM,虎斑色,CHILD,T,F,石牌路1段235巷12號,OPEN,,2023-02-21,2999-12-31,2023/12/16,2023/02/21,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1676969428601.png,2023/12/16,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638,2023,02,21,米克斯,彰化縣,彰化縣流浪狗中途之家
20,339111,GAAAG1121216001,11,69,彰化縣流浪狗中途之家,狗,博美犬         ,M,SMALL,米色,ADULT,F,F,儒林路口,OPEN,絕育後擇期開放認養,2023-12-16,2999-12-31,2023/12/16,2023/12/16,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1702693893428.png,2023/12/16,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638,2023,12,16,博美犬,彰化縣,彰化縣流浪狗中途之家
21,339085,HAAAG1121215820,12,70,南投縣公立動物收容所,狗,混種犬          ,F,MEDIUM,黃色,ADULT,T,F,南投縣水里鄉民生路水里國中,OPEN,,2023-12-15,2999-12-31,2023/12/16,2023/12/15,南投縣公立動物收容所,https://www.pet.gov.tw/upload/pic/1702689517045.png,2023/12/16,南投縣南投市嶺興路36-1號,049-2225440,2023,12,15,米克斯,南投縣,南投縣公立動物收容所
22,43982,AAADG2018041326,3,50,新北市板橋區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,小坪頂,OPEN,,2018-04-13,2999-12-31,2023/12/16,2018/04/13,新北市板橋區公立動物之家,https://www.pet.gov.tw/upload/pic/c4174bab-1a38-4234-88c3-0976b8c43fdf.JPG,2023/12/16,新北市板橋區板城路28-1號,02-89662158,2018,04,13,米克斯,新北市,新北市板橋區公立動物之家
23,312970,LAAAG1120614G1,17,75,高雄市壽山動物保護教育園區,狗,鬥牛犬(英國),M,MEDIUM,黃色,ADULT,F,F,文正路,OPEN,1121226 早上9點30分開放認養,,2999-12-31,2023/12/16,2023/06/14,高雄市壽山動物保護教育園區,https://www.pet.gov.tw/upload/pic/1686795831858.png,2023/12/16,高雄市鼓山區萬壽路350號,07-5519059,2023,06,14,鬥牛犬(英國),高雄市,高雄市壽山動物保護教育園區
24,339084,DAAAG1121216001,7,63,新竹縣動物保護教育園區,狗,混種犬          ,M,MEDIUM,黑色,ADULT,F,F,,OPEN,112.12.15救援案件：無法站立偏瘦，送醫檢查為黃疸治療中(12.15外出醫療中),2023-12-16,2999-12-31,2023/12/16,2023/12/15,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1702681045602.png,2023/12/16,新竹縣竹北市縣政五街192號,03-5519548,2023,12,15,米克斯,新竹縣,新竹縣動物收容所
25,339081,DAAAG1121215006,7,63,新竹縣動物保護教育園區,狗,混種犬          ,M,BIG,虎斑色,ADULT,T,F,,OPEN,胸口白；會護食，據前領養人表示親人但不親狗，遛狗時會咬其他狗，力氣大難以控制。請欲領養人務必審慎考慮勿衝動領養,2023-12-15,2999-12-31,2023/12/15,2023/12/15,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1702650494364.png,2023/12/15,新竹縣竹北市縣政五街192號,03-5519548,2023,12,15,米克斯,新竹縣,新竹縣動物收容所
26,323738,AAADG2023090501,3,50,新北市板橋區公立動物之家,狗,混種犬          ,F,MEDIUM,虎斑色,ADULT,T,F,正義街193號,OPEN,,2023-10-19,2999-12-31,2023/12/15,2023/09/05,新北市板橋區公立動物之家,https://www.pet.gov.tw/upload/pic/1693894006536.png,2023/12/15,新北市板橋區板城路28-1號,02-89662158,2023,09,05,米克斯,新北市,新北市板橋區公立動物之家
27,339076,1122200,5,78,宜蘭縣流浪動物中途之家,狗,混種犬          ,M,BIG,黃色,ADULT,F,F,武塔村,OPEN,,2023-12-15,2999-12-31,2023/12/15,2023/12/15,宜蘭縣流浪動物中途之家,,2023/12/15,宜蘭縣五結鄉成興村利寶路60號,039602350分機620,2023,12,15,米克斯,宜蘭縣,宜蘭縣流浪動物中途之家
28,339075,1122199,5,78,宜蘭縣流浪動物中途之家,狗,混種犬          ,F,BIG,白色,ADULT,F,F,武塔村,OPEN,,2023-12-15,2999-12-31,2023/12/15,2023/12/15,宜蘭縣流浪動物中途之家,,2023/12/15,宜蘭縣五結鄉成興村利寶路60號,039602350分機620,2023,12,15,米克斯,宜蘭縣,宜蘭縣流浪動物中途之家
29,339074,1122198,5,78,宜蘭縣流浪動物中途之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,F,F,大同鄉公所,OPEN,,2023-12-15,2999-12-31,2023/12/15,2023/12/15,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1702633150292.png,2023/12/15,宜蘭縣五結鄉成興村利寶路60號,039602350分機620,2023,12,15,米克斯,宜蘭縣,宜蘭縣流浪動物中途之家
30,339059,AAAHG1121215003,3,58,新北市五股區公立動物之家,狗,混種犬          ,F,MEDIUM,黑白色,ADULT,N,F,林口忠福路和水湳路口,OPEN,,2023-12-23,2999-12-31,2023/12/15,2023/12/15,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1702627745039.png,2023/12/15,新北市五股區外寮路9-9號,02-82925265,2023,12,15,米克斯,新北市,新北市五股區公立動物之家
31,339045,1122193,5,78,宜蘭縣流浪動物中途之家,狗,混種犬          ,F,BIG,黑色,ADULT,F,F,茅仔寮抽水站,OPEN,,2023-12-15,2999-12-31,2023/12/15,2023/12/15,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1702626722737.png,2023/12/15,宜蘭縣五結鄉成興村利寶路60號,039602350分機620,2023,12,15,米克斯,宜蘭縣,宜蘭縣流浪動物中途之家
32,339047,EAAAG1121215014,9,96,苗栗縣動物保護教育園區,狗,混種犬          ,M,SMALL,黑白色,CHILD,T,F,,OPEN,,2023-12-15,2999-12-31,2023/12/15,2023/12/11,苗栗縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1702625197085.png,2023/12/15,苗栗縣銅鑼鄉朝陽村6鄰朝北55-1號(地圖：https:／／goo.gl/maps/Bd4sckpEPsrof7Qb8),037-558228,2023,12,11,米克斯,苗栗縣,苗栗縣生態保育教育中心
33,337259,GAAAG1121202003,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,MEDIUM,白色,ADULT,T,F,埔打路57之2號,OPEN,,2023-12-19,2999-12-31,2023/12/15,2023/12/02,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1701488259172.png,2023/12/15,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638,2023,12,02,米克斯,彰化縣,彰化縣流浪狗中途之家
34,337541,GAAAG1121205006,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,,OPEN,入所時戴有黃黑色項圈,2023-12-05,2999-12-31,2023/12/15,2023/12/05,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1701760959609.png,2023/12/15,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638,2023,12,05,米克斯,彰化縣,彰化縣流浪狗中途之家
35,329516,GAAAG1121014002,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,民生路,OPEN,,2023-10-14,2999-12-31,2023/12/15,2023/10/14,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1697250557282.png,2023/12/15,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638,2023,10,14,米克斯,彰化縣,彰化縣流浪狗中途之家
36,337920,GAAAG1121207003,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,F,MEDIUM,黑黃色,ADULT,T,F,合興土地公廟附近,OPEN,入所時戴有橘色項圈,2023-12-07,2999-12-31,2023/12/15,2023/12/07,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1701925528807.png,2023/12/15,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638,2023,12,07,米克斯,彰化縣,彰化縣流浪狗中途之家
37,337362,GAAAG1121204001,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,成功路一段53號,OPEN,入所時有紅黑項圈,2023-12-04,2999-12-31,2023/12/15,2023/12/04,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1701741738985.png,2023/12/15,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638,2023,12,04,米克斯,彰化縣,彰化縣流浪狗中途之家
38,337547,GAAAG1121205009,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,MEDIUM,黃色,ADULT,T,F,糖廠,OPEN,入所時戴有黑色項圈,2023-12-05,2999-12-31,2023/12/15,2023/12/05,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1701761234893.png,2023/12/15,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638,2023,12,05,米克斯,彰化縣,彰化縣流浪狗中途之家
39,337546,GAAAG1121205008,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,糖廠,OPEN,入所時戴有灰色圍巾,2023-12-05,2999-12-31,2023/12/15,2023/12/05,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1701761151485.png,2023/12/15,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638,2023,12,05,米克斯,彰化縣,彰化縣流浪狗中途之家
40,337480,GAAAG1121205005,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,MEDIUM,虎斑色,ADULT,T,F,大埔路,OPEN,,2023-12-05,2999-12-31,2023/12/15,2023/12/05,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1701746857486.png,2023/12/15,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638,2023,12,05,米克斯,彰化縣,彰化縣流浪狗中途之家
41,339052,EAAAG1121215017,9,96,苗栗縣動物保護教育園區,狗,混種犬          ,F,SMALL,黑色,CHILD,T,F,泰安鄉大興村,OPEN,,2023-12-15,2999-12-31,2023/12/15,2023/12/11,苗栗縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1702625719980.png,2023/12/15,苗栗縣銅鑼鄉朝陽村6鄰朝北55-1號(地圖：https:／／goo.gl/maps/Bd4sckpEPsrof7Qb8),037-558228,2023,12,11,米克斯,苗栗縣,苗栗縣生態保育教育中心
42,337848,GAAAG1121207002,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,MEDIUM,黃色,ADULT,T,F,大社路1段216巷,OPEN,,2023-12-07,2999-12-31,2023/12/15,2023/12/07,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1701912405314.png,2023/12/15,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638,2023,12,07,米克斯,彰化縣,彰化縣流浪狗中途之家
43,337548,GAAAG1121205010,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,MEDIUM,黃白色,ADULT,T,F,糖廠,OPEN,,2023-12-05,2999-12-31,2023/12/15,2023/12/05,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1701761307148.png,2023/12/15,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638,2023,12,05,米克斯,彰化縣,彰化縣流浪狗中途之家
44,337247,GAAAG1121202001,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,MEDIUM,黃色,ADULT,T,F,民光路2段,OPEN,,2023-12-02,2999-12-31,2023/12/15,2023/12/02,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1701762172402.png,2023/12/15,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638,2023,12,02,米克斯,彰化縣,彰化縣流浪狗中途之家
45,339050,EAAAG1121215016,9,96,苗栗縣動物保護教育園區,狗,混種犬          ,M,SMALL,黑白色,CHILD,T,F,泰安鄉大興村,OPEN,,2023-12-15,2999-12-31,2023/12/15,2023/12/15,苗栗縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1702625610660.png,2023/12/15,苗栗縣銅鑼鄉朝陽村6鄰朝北55-1號(地圖：https:／／goo.gl/maps/Bd4sckpEPsrof7Qb8),037-558228,2023,12,15,米克斯,苗栗縣,苗栗縣生態保育教育中心
46,337266,GAAAG1121202004,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,永西路59號前,OPEN,,2023-12-02,2999-12-31,2023/12/15,2023/12/02,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1701498277304.png,2023/12/15,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638,2023,12,02,米克斯,彰化縣,彰化縣流浪狗中途之家
47,337251,GAAAG1121202002,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,MEDIUM,黃色,ADULT,T,F,石塔巷,OPEN,,2023-12-02,2999-12-31,2023/12/15,2023/12/02,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1701481143365.png,2023/12/15,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638,2023,12,02,米克斯,彰化縣,彰化縣流浪狗中途之家
48,328802,GAAAG1121007001,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,彰南路1段145號,OPEN,,2023-10-07,2999-12-31,2023/12/15,2023/10/07,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1696639785428.png,2023/12/15,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638,2023,10,07,米克斯,彰化縣,彰化縣流浪狗中途之家
49,336385,GAAAG1121127005,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,石筍排水橋下游(水資處案件),OPEN,,2023-11-27,2999-12-31,2023/12/15,2023/11/27,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1701139691796.png,2023/12/15,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638,2023,11,27,米克斯,彰化縣,彰化縣流浪狗中途之家
50,339049,EAAAG1121215015,9,96,苗栗縣動物保護教育園區,狗,混種犬          ,M,SMALL,黑色,CHILD,T,F,泰安鄉大興村,OPEN,,2023-12-15,2999-12-31,2023/12/15,2023/12/11,苗栗縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1702625389998.png,2023/12/15,苗栗縣銅鑼鄉朝陽村6鄰朝北55-1號(地圖：https:／／goo.gl/maps/Bd4sckpEPsrof7Qb8),037-558228,2023,12,11,米克斯,苗栗縣,苗栗縣生態保育教育中心
51,335274,GAAAG1121121001,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,MEDIUM,黑白色,ADULT,T,F,縣安路911號,OPEN,,2023-11-21,2999-12-31,2023/12/15,2023/11/21,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1701236021778.png,2023/12/15,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638,2023,11,21,米克斯,彰化縣,彰化縣流浪狗中途之家
52,337368,GAAAG1121204002,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,正興路42巷臨27號,OPEN,,2023-12-04,2999-12-31,2023/12/15,2023/12/04,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1701676088484.png,2023/12/15,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638,2023,12,04,米克斯,彰化縣,彰化縣流浪狗中途之家
53,337376,GAAAG1121204004,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,MEDIUM,虎斑色,ADULT,T,F,崙港巷136號,OPEN,,2023-12-04,2999-12-31,2023/12/15,2023/12/04,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1701673921947.png,2023/12/15,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638,2023,12,04,米克斯,彰化縣,彰化縣流浪狗中途之家
54,337544,GAAAG1121205007,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,MEDIUM,黃色,ADULT,T,F,,OPEN,,2023-12-05,2999-12-31,2023/12/15,2023/12/05,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1701761079477.png,2023/12/15,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638,2023,12,05,米克斯,彰化縣,彰化縣流浪狗中途之家
55,338879,OAAAG1121214007,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,M,MEDIUM,黃色,ADULT,F,F,德興壘球場,OPEN,,2023-12-15,2999-12-31,2023/12/15,2023/12/14,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1702534985634.png,2023/12/15,花蓮縣鳳林鎮林榮里永豐路255號,038-421452,2023,12,14,米克斯,花蓮縣,花蓮縣流浪犬中途之家
56,334020,OAAAG1121110007,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,黑色,CHILD,T,F,德興,OPEN,,2023-12-16,2999-12-31,2023/12/15,2023/11/10,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1699604468196.png,2023/12/15,花蓮縣鳳林鎮林榮里永豐路255號,038-421452,2023,11,10,米克斯,花蓮縣,花蓮縣流浪犬中途之家
57,334019,OAAAG1121110006,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,黑色,CHILD,T,F,德興,OPEN,,2023-12-16,2999-12-31,2023/12/15,2023/11/10,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1699604356661.png,2023/12/15,花蓮縣鳳林鎮林榮里永豐路255號,038-421452,2023,11,10,米克斯,花蓮縣,花蓮縣流浪犬中途之家
